STATION,LATITUDE,LONGITUDE,ELEVATION,NAME,STATION_COUNT
72389799999,36.732364000000004,-119.819897,84.73,"FRESNO CHANDLER EXECUTIVE, CA US",7
72354503965,36.16238,-97.08931,292.8,"STILLWATER REGIONAL AIRPORT, OK US",16
71391099999,45.8333333,-75.6333333,195.0,"HIGH FALLS QC, CA",21
99824599999,36.9833333,-76.31666659999999,3.0,"WILLOUGHBY DEGUASSING STATION, VA US",13
99999963829,31.1923,-84.4465,47.5,"NEWTON 11 SW, GA US",19
71726099999,47.9166666,-74.6166666,445.0,"PARENT QUE, CA",31
72642604895,44.55,-89.53333,338.3,"STEVENS POINT MUNICIPAL AIRPORT, WI US",16
99734499999,41.82,-83.18,188.0,"TOLEDO LIGHT 2, OH US",13
72546014933,41.53395,-93.65313,286.3,"DES MOINES INTERNATIONAL AIRPORT, IA US",31
99404199999,37.507,-122.2,6.0,"REDWOOD CITY, CA US",13
99999954856,40.7641,-81.9104,335.9,"WOOSTER 3 SSE, OH US",6
99999900477,29.5291,-97.4643,108.2,"ROGER M DREYER MEMORIAL AIRPORT, TX US",8
71527099999,49.831666999999996,-92.744167,412.69,"DRYDEN REGIONAL, CA",30
72378303195,35.945809999999994,-112.15536000000002,1993.3,"GRAND CANYON NATIONAL PARK AIRPORT, AZ US",16
72458603919,38.779959999999996,-97.64444,385.0,"SALINA MUNICIPAL AIRPORT, KS US",31
99770599999,27.85,-82.55,9.0,"OLD PORT TAMPA, FL US",12
72639100385,38.783,-106.21700000000001,2995.3,"BALD MOUNTAIN COTTONWOOD PASS, CO US",17
72458593997,38.87251,-98.80928,568.1,"RUSSELL MUNICIPAL AIRPORT, KS US",32
72310993782,34.79132,-79.36831,64.9,"LAURINBURG MAXTON AIRPORT, NC US",16
72521753855,39.36119,-84.52063000000001,184.7,"HAMILTON BUTLER CO REGIONAL AIRPORT, OH US",16
72026723224,38.95472,-121.08193999999999,466.6,"AUBURN MUNICIPAL AIRPORT, CA US",16
72319453872,35.01467,-80.62414,204.4,"MONROE AIRPORT, NC US",16
74793012843,27.6553,-80.41425,5.7,"VERO BEACH INTERNATIONAL AIRPORT, FL US",12
72053500162,40.333,-103.8,1393.2,"FORT MORGAN MUNICIPAL AIRPORT, CO US",10
72039700131,39.217,-82.23299999999999,233.2,"OHIO UNIVERSITY AIRPORT SNYDER FIELD, OH US",15
72090400299,29.066999999999997,-81.283,24.1,"DELAND MUNICIPAL AIRPORT SYDNEY H TAYLOR FIELD, FL US",10
72519664775,43.22417,-75.39563000000001,144.7,"ROME GRIFFISS AIRFIELD, NY US",15
99999954797,41.4782,-71.5417,32.3,"KINGSTON 1 W, RI US",21
71113099999,49.25,-121.7666666,19.0,"AGASSIZ CS, CA",29
72561024030,41.09926,-102.98642,1306.8,"SIDNEY MUNICIPAL AIRPORT, NE US",30
72362953998,30.06917,-93.80360999999999,4.0,"ORANGE CO AIRPORT, TX US",16
72606464709,43.393609999999995,-70.70778,74.4,"SANFORD REGIONAL AIRPORT, ME US",16
71988099999,44.283333299999995,-66.35,16.0,"BRIER ISLAND, CA",19
72797094240,47.93695,-124.55757,56.4,"QUILLAYUTE AIRPORT, WA US",31
99402699999,44.625,-124.04299999999999,2.0,"SOUTH BEACH, OR US",13
99426099999,29.67,-94.05,0.9,"SABINE TX, US",27
74768613820,30.41667,-88.91667,10.1,"BILOXI KEESLER AFB, MS US",27
72608304836,47.28518,-68.30715,300.1,"FRENCHVILLE NORTHERN AROOSTOOK AIRPORT, ME US",16
99828999999,25.55,-81.1833333,3.0,"LOSTMANS RIVER, FL US",12
72648094853,45.73333,-87.08333,181.1,"ESCANABA DELTA CO AIRPORT, MI US",16
72554104993,40.606390000000005,-95.86361,351.4,"NEBRASKA CITY MUNICIPAL AIRPORT, NE US",16
72427514894,40.169940000000004,-80.64406,364.3,"WHEELING OHIO CO AIRPORT, WV US",31
99999963868,34.6602,-87.3462,175.3,"COURTLAND 2 WSW, AL US",16
99402599999,48.111999999999995,-122.758,5.0,"PORT TOWNSEND, WA US",13
72097899999,41.5166666,-104.0,1607.21,"BRAVO PINE BLUFFS, NE US",9
99999903067,38.8701,-100.9627,874.8,"OAKLEY 19 SSW, KS US",17
99404799999,30.4,-87.22,3.0,"PENSACOLA, FL US",13
72034594086,42.795559999999995,-109.80694,2159.8,"PINEDALE RALPH WENZ FIELD AIRPORT, WY US",16
99403599999,33.72,-118.272,2.0,"LOS ANGELES, CA US",12
72091300303,27.833000000000002,-91.98299999999999,30.2,"SALSA, LA US",11
72541754822,42.56583,-84.43306,281.0,"MASON JEWETT FIELD AIRPORT, MI US",16
99800799999,48.4666666,-122.4666666,3.0,"PADILLA BAY RESERVE, WA US",13
71314099999,44.48,-79.55,289.0,"BARRIE ORO, CA",18
72310453867,33.97198,-80.99383,54.7,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",16
72751454910,46.380829999999996,-94.80639000000001,392.3,"STAPLES MUNICIPAL AIRPORT, MN US",16
72080699999,32.176083,-94.298806,75.59,"PANOLA CO SHARPE FIELD, TX US",3
72025763835,31.39694,-84.89528,65.2,"EARLY CO AIRPORT BLAKELY, GA US",16
72222313899,30.4781,-87.1869,34.1,"PENSACOLA REGIONAL AIRPORT, FL US",31
72270023044,31.812340000000003,-106.37737,1202.1,"EL PASO INTERNATIONAL AIRPORT, TX US",31
72466593010,39.27332,-103.66736999999999,1633.1,"LIMON, CO US",31
74614023112,36.25,-115.03333,570.0,"LAS VEGAS NELLIS AFB, NV US",17
71427099999,49.316666600000005,-67.3811111,5.9,"POINTE DES MONTS QUE, CA",31
71038099999,46.6,-66.0166666,44.5,"DOAKTOWN AUTO RCS, CA",10
72510704780,42.55495,-71.75699,102.3,"FITCHBURG MUNICIPAL AIRPORT, MA US",25
99820199999,30.35,-88.56666659999999,0.0,"PASCAGOULA NOAA LAB, MS US",13
99830099999,25.087,-80.51899999999999,3.0,"BUTTERNUT KEY, FL US",12
99999904126,43.4621,-113.556,1804.4,"ARCO 17 SW, ID US",18
72216903058,31.3825,-103.51083,796.4,"PECOS MUNICIPAL AIRPORT, TX US",16
72653094943,43.76667,-99.31833,519.1,"CHAMBERLAIN MUNICIPAL AIRPORT, SD US",16
99774299999,30.433333299999997,-88.0,14.0,"MIDDLE BAY LIGHT, AL US",10
99829499999,24.916666600000003,-80.75,3.0,"PETERSON KEY, FL US",12
99825699999,47.276,-122.41799999999999,11.0,"TACOMA MET, WA US",12
72589594236,42.14702,-121.72553,1244.4,"KLAMATH FALLS INTERNATIONAL AIRPORT, OR US",31
72547404915,41.007220000000004,-94.36306,394.4,"CRESTON MUNICIPAL AIRPORT, IA US",16
72658304941,45.14694,-94.50721999999999,347.5,"LITCHFIELD MUNICIPAL AIRPORT, MN US",16
71436099999,44.23,-78.363333,191.41,"PETERBOROUGH, CA",30
72252412972,28.08366,-97.04669,7.5,"ROCKPORT ARANSAS CO AIRPORT, TX US",16
71441099999,49.0166666,-97.55,253.0,"GRETNA AUT MAN, CA",32
72545404903,41.27583,-91.67333,229.8,"WASHINGTON MUNICIPAL AIRPORT, IA US",16
72235413927,32.337559999999996,-90.2214,101.7,"JACKSON HAWKINS FIELD, MS US",17
71460099999,45.9666666,-81.4833333,196.0,"KILLARNEY AUT ONT, CA",31
74775013846,30.066670000000002,-85.58333,5.2,"TYNDALL AFB, FL US",27
99999992827,27.1526,-81.3689,45.7,"SEBRING 23 SSE, FL US",15
72508714752,41.7352,-72.65115,4.0,"HARTFORD BRAINARD FIELD, CT US",31
72792424223,46.11667,-122.89388999999998,6.1,"KELSO SOUTHWEST REGIONAL AIRPORT, WA US",28
72650504845,42.595290000000006,-87.93831999999999,223.5,"KENOSHA REGIONAL AIRPORT, WI US",16
99999993804,34.91667,-81.95,244.1,"SPARTANBURG, SC US",8
72047600455,39.725159999999995,-91.44386,234.7,"HANNIBAL REGIONAL AIRPORT, MO US",10
99769399999,36.88,-76.33,3.0,"S CRANEY ISLAND, VA US",13
A0735500241,43.57899999999999,-90.913,394.1,"VIROQUA MUNICIPAL AIRPORT, WI US",0
A5125500445,32.46383,-87.95405,34.1,"DEMOPOLIS MUNICIPAL AIRPORT, AL US",0
72307013786,36.257709999999996,-76.1716,1.7,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",17
99999923803,34.8223,-89.4348,147.5,"HOLLY SPRINGS 4 N, MS US",14
74465953822,38.72167,-88.17639,146.9,"OLNEY NOBLE AIRPORT, IL US",16
72520754735,40.28333,-79.4,365.5,"LATROBE, PA US",16
72215899999,38.99,-76.48,2.0,"ANNAPOLIS UNITED STATES NAVAL ACADEMY, MD US",18
72507364708,42.071940000000005,-70.22111,2.4,"PROVINCETOWN MUNICIPAL AIRPORT, MA US",16
72507454752,41.59713,-71.41213,5.8,"NORTH KINGSTOWN QUONSET STATE AIRPORT, RI US",16
72391093111,34.12407,-119.12281000000002,3.8,"POINT MUGU NF, CA US",32
72278623104,33.3,-111.66667,421.2,"PHOENIX WILLIAMS GATEWAY AIRPORT, AZ US",27
72234354826,42.35083,-86.25610999999999,203.0,"SOUTH HAVEN AREA REGIONAL AIRPORT, MI US",16
99497799999,29.27,-89.95,10.0,"GRAND ISLE, LA US",13
99999903758,35.9705,-79.0931,171.3,"DURHAM 11 W, NC US",15
72688524152,45.511788,-118.424647,1137.0,"MEACHAM, OR US",31
72447593909,38.8221,-94.89027,321.5,"OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US",32
72374500374,34.257,-111.339,1572.2,"PAYSON AIRPORT, AZ US",12
72030804992,41.19611,-96.11194,319.7,"MILLARD AIRPORT OMAHA, NE US",16
99404699999,41.28,-70.1,0.0,"NANTUCKET ISLAND, MA US",12
71462099999,45.6333333,-82.9666667,183.0,"GREAT DUCK ISLAND, CA",32
72435003816,37.05635,-88.77425,124.1,"PADUCAH BARKLEY REGIONAL AIRPORT, KY US",31
72324900463,35.55438,-87.17913,207.9,"MAURY CO AIRPORT, TN US",9
72445953931,38.09639,-92.55306,264.9,"KAISER LAKE OZARKS LEE C FINE MEMORIAL AIRPORT, MO US",16
76373099999,25.35,-105.75,1967.0,"TEPEHUANES DGO., MX",32
72213463822,32.1925,-82.37194000000001,83.5,"VIDALIA MUNICIPAL AIRPORT, GA US",16
72586724133,42.54525,-113.7686,1262.9,"BURLEY MUNICIPAL AIRPORT, ID US",31
99999963896,34.6941,-85.9998,193.9,"SCOTTSBORO 2 NE, AL US",16
99769499999,39.58,-75.58,8.0,"DELAWARE CITY, DE US",13
99734799999,30.67,-81.47,7.0,"FERNANDINA BEACH, FL US",13
71343099999,49.5,-112.1166666,944.0,"WRENTHAM AGDM ALTA, CA",18
72096513910,32.43333,-99.85,545.0,"ABILENE DYESS AFB, TX US",17
72037492825,27.91556,-82.44917,2.4,"TAMPA PETER O KNIGHT AIRPORT, FL US",16
71346099999,49.8,-112.3,824.0,"BARNWELL AGDM ALTA, CA",18
72659304946,43.65,-94.98639,440.7,"JACKSON MUNICIPAL AIRPORT, MN US",16
72309013754,34.9,-76.88333,8.8,"HAVELOCK CHERRY POINT MCAS, NC US",31
72216804960,44.77861,-95.03278,328.0,"OLIVIA REGIONAL AIRPORT, MN US",16
71319099999,47.283333299999995,-70.6333333,723.0,"CHARLEVOIX MRX, CA",25
72287493134,34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN USC, CA US",22
72743794893,45.813390000000005,-88.11291999999999,343.2,"IRON MOUNTAIN FORD AIRPORT, MI US",16
72206263842,31.476670000000002,-82.86055999999999,78.3,"DOUGLAS MUNICIPAL AIRPORT, GA US",16
99801099999,31.416666600000003,-81.2833333,5.0,"SAPELO ISLAND RESERVE, GA US",13
72618514605,44.3161,-69.79701999999999,106.4,"AUGUSTA STATE AIRPORT, ME US",31
72741504803,45.63143,-89.4824,502.2,"RHINELANDER ONEIDA CO AIRPORT, WI US",16
72645594897,44.13333,-87.66667,198.4,"MANITOWOC, WI US",16
71631099999,43.9833333,-80.75,415.0,"MOUNT FOREST AUT ONT, CA",31
72259453909,32.99434,-97.32034,215.6,"FORT WORTH ALLIANCE AIRPORT, TX US",16
72352603932,35.356770000000004,-99.20411,584.7,"CLINTON SHERMAN AIRPORT, OK US",16
72312453874,34.25394,-82.15265,188.2,"GREENWOOD CO AIRPORT, SC US",16
72101599999,47.750753,-101.67420899999999,640.69,"ECHO RYDER, ND US",10
72290303131,32.81453,-117.13747,127.5,"SAN DIEGO MONTGOMERY FIELD, CA US",16
72290403178,32.575829999999996,-116.99391000000001,158.9,"SAN DIEGO BROWN FIELD, CA US",16
72310613744,34.18773,-79.73079,43.0,"FLORENCE REGIONAL AIRPORT, SC US",31
72565003017,39.84657,-104.65623000000001,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",27
72642494818,42.758559999999996,-87.8178,203.6,"RACINE BATTEN AIRPORT, WI US",16
71581099999,45.533333299999995,-78.2666666,397.0,"ALGONQUIN PARK EAST GATE, CA",17
72306013722,35.89227,-78.78194,120.5,"RALEIGH AIRPORT, NC US",32
99999964756,41.7857,-73.7422,125.9,"MILLBROOK 3 W, NY US",18
72093200317,31.605999999999998,-90.40899999999999,149.0,"BROOKHAVEN LINCOLN CO AIRPORT, MS US",10
71721099999,46.2666666,-76.0,200.0,"MANIWAKI AIRPORT, CA",29
72231453915,30.029159999999997,-91.88456,4.8,"NEW IBERIA AIRPORT ACADIANA REGIONAL, LA US",16
72440013995,37.23983,-93.38995,384.7,"SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US",31
71893099999,49.710833,-124.88666699999999,25.6,"COMOX, CA",30
72064700229,31.105999999999998,-98.196,370.0,"LAMPASAS AIRPORT, TX US",13
72011053983,30.783609999999996,-98.66194,335.9,"LLANO MUNICIPAL AIRPORT, TX US",17
72526014860,42.080259999999996,-80.18236,222.2,"ERIE INTERNATIONAL AIRPORT, PA US",31
72362893942,31.17833,-99.32444,556.9,"BRADY CURTIS FIELD AIRPORT, TX US",15
71534099999,44.25,-79.91666670000001,223.0,"BORDEN, CA",19
72635094860,42.8821,-85.52297,240.3,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",31
72662604864,45.15417,-89.11055999999999,463.9,"ANTIGO LANGLADE CO AIRPORT, WI US",16
72403793728,38.71667,-77.18333,22.3,"DAVISON ARMY AIR FIELD, VA US",28
71701099999,45.8333333,-66.4333333,51.0,"GAGETOWN CAN MIL, CA",31
72215653873,34.11587,-84.850713,230.0,"CARTERSVILLE AIRPORT, GA US",16
99999904236,44.4185,-123.3257,95.1,"CORVALLIS 10 SSW, OR US",16
72251812974,27.89469,-98.04252,71.0,"ORANGE GROVE, TX US",11
72054300167,41.3,-85.06700000000001,268.2,"DE KALB CO AIRPORT, IN US",14
72615554736,43.56667,-71.43333,166.1,"LACONIA, NH US",16
99999994078,42.6754,-108.6686,1759.6,"LANDER 11 SSE, WY US",17
72769024137,48.60355,-112.37663,1171.8,"CUT BANK AIRPORT, MT US",17
72086500291,48.405,-97.37100000000001,251.2,"HUTSON FIELD AIRPORT, ND US",12
72529014768,43.11723,-77.67539000000001,164.5,"ROCHESTER GREATER INTERNATIONAL, NY US",31
72586494182,44.89425,-116.09978000000001,1531.1,"MCCALL AIRPORT, ID US",16
74692503741,35.57028,-77.04972,11.6,"WARREN FIELD AIRPORT, NC US",16
72028304927,43.67667,-92.17971999999999,388.9,"PRESTONE FILLMORE CO AIRPORT, MN US",16
72251512926,27.687859999999997,-97.29158000000001,4.7,"CORPUS CHRISTI NAS, TX US",31
72286903171,33.95282,-117.43523,257.7,"RIVERSIDE MUNICIPAL AIRPORT, CA US",16
72750494999,46.5475,-93.67667,367.0,"AITKIN MUNICIPAL AIRPORT, MN US",16
74490494723,42.71249,-71.12558,41.5,"LAWRENCE MUNICIPAL AIRPORT, MA US",16
99999963895,34.4535,-87.7104,219.5,"RUSSELLVILLE 4 SSE, AL US",16
72641994929,46.54676,-90.91845,250.2,"ASHLAND KENNEDY MEMORIAL AIRPORT, WI US",16
72698694261,45.54762,-122.95572,59.8,"PORTLAND HILLSBORO AIRPORT, OR US",16
72056599999,40.4818056,-111.42880600000001,1718.16,"HEBER CITY MUNICIPAL AIRPORT, UT US",9
72026912982,27.206670000000003,-98.12111,34.1,"FALFURRIAS BROOKS CO AIRPORT, TX US",16
72051699999,42.711247,-110.94216399999999,1896.16,"AFTON MUNICIPAL, WY US",9
74467204862,40.15833,-89.33471999999999,182.0,"LINCOLN LOGAN CO AIRPORT, IL US",16
72210812894,26.53805,-81.75674000000001,8.2,"FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US",16
99999903759,37.9975,-78.4656,358.7,"CHARLOTTESVILLE 2 SSE, VA US",15
72439093822,39.845290000000006,-89.68401,179.7,"SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US",31
72289793206,35.23815,-120.64406000000001,55.8,"SAN LUIS OBISPO MCCHESNEY FIELD, CA US",16
99371199999,36.95,-76.33,10.0,"SEWELLS POINT VA, VA US",13
72102900347,41.571999999999996,-86.735,247.2,"LA PORTE MUNICIPAL AIRPORT, IN US",10
72027504872,41.73583,-83.65528,203.9,"LAMBERTVILLE TOLEDO SUBURBAN AIRPORT, MI US",16
74505823277,36.93936,-121.79001000000001,49.5,"WATSONVILLE MUNICIPAL AIRPORT, CA US",16
72781024243,46.56398,-120.53488,321.0,"YAKIMA AIRPORT, WA US",32
72223863873,31.35,-85.66667,96.6,"OZARK FORT RUCKER, AL US",16
71736599999,49.65,-93.7166666,435.0,"RAWSON LAKE AUT, CA",13
72506794720,41.6719,-70.26971999999999,11.4,"HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US",16
74671013806,36.66667,-87.48333000000001,174.7,"FORT CAMPBELL ARMY AIR FIELD, KY US",27
72655454906,43.98611,-94.55778000000001,325.2,"ST JAMES MUNICIPAL AIRPORT, MN US",16
72511814751,40.21843,-76.85521,102.1,"HARRISBURG CAPITAL CITY AIRPORT, PA US",31
99730199999,32.03,-80.9,6.0,"FORT PALASKI, GA US",13
72060500197,34.717,-79.95,73.2,"CHERAW MUNICIPAL AIRPORT LYNCH BELLINGER FIELD, SC US",13
72037392824,28.00028,-82.16417,46.9,"PLANT CITY MUNICIPAL AIRPORT, FL US",16
72315663812,35.64583,-80.52028,235.6,"SALISBURY ROWAN CO AIRPORT, NC US",17
71265099999,43.6166666,-79.3833333,76.5,"TORONTO CITY CENTRE, CA",31
72037154850,41.959720000000004,-85.59333000000001,251.2,"THREE RIVERS MUNICIPAL DR HAINES AIRPORT, MI US",16
72791094224,46.156940000000006,-123.88326,3.4,"ASTORIA AIRPORT PORT OF, OR US",32
72584793230,38.898379999999996,-119.99616999999999,1907.0,"SOUTH LAKE TAHOE AIRPORT, CA US",21
74692903702,35.0,-77.98167,41.8,"KENANSVILLE DUPLIN CO AIRPORT, NC US",16
74759013833,31.269509999999997,-89.25609,44.7,"HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US",17
71151099999,49.783333299999995,-94.3666666,413.0,"KENORA RCS, CA",20
72217353951,34.71083,-97.22306,295.0,"PAULS VALLEY MUNICIPAL AIRPORT, OK US",16
72288023152,34.199659999999994,-118.36543,222.7,"BURBANK GLENDALE PASADENA AIRPORT, CA US",31
71733099999,46.633333,-80.8,348.0,"SUDBURY CLIMATE, CA",31
72029853971,31.86944,-95.2175,206.3,"JACKSONVILLE CHEROKEE CO AIRPORT, TX US",16
71525099999,49.9166666,-110.9166666,766.0,"SEVEN PERSONS AGDM ALTA, CA",18
72694024232,44.90488,-123.00103,63.4,"SALEM AIRPORT MCNARY FIELD, OR US",32
72274953128,33.26889,-111.81278,378.9,"CHANDLER MUNICIPAL AIRPORT, AZ US",16
72072900435,28.5,-95.71600000000001,34.1,"BRAZOS 451 OILP, TX US",11
72086100287,48.928999999999995,-103.29700000000001,594.1,"CROSBY MUNICIPAL AIRPORT, ND US",12
72091200302,29.233,-87.78299999999999,53.0,"VIOSCA KNOLL 768 OIL PLATFORM, AL US",11
72378853135,35.15722,-114.55944,211.8,"LAUGHLIN BULLHEAD INTERNATIONAL AIRPORT, AZ US",16
72209253941,36.605,-94.73833,253.9,"GROVE MUNICIPAL AIRPORT, OK US",16
72214904899,41.35167,-89.15306,199.3,"PERU IL VALLEY REGIONAL WALTER A DUNCAN FIELD AIRPORT, IL US",16
72220404996,42.04583,-90.10806,187.8,"SAVANNA TRI TOWNSHIP AIRPORT, IL US",16
72104800471,29.634209999999996,-104.36149,896.1,"PRESIDIO LELY INTERNATIONAL AIRPORT, TX US",9
74733503059,30.585829999999998,-100.64860999999999,652.3,"SONORA MUNICIPAL AIRPORT, TX US",16
72638094814,44.35904,-84.6739,350.6,"HOUGHTON LAKE ROSCOMMON CO AIRPORT, MI US",32
72254013904,30.18311,-97.67989,146.5,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",23
72048199999,36.600558,-89.992203,89.91,"MALDEN MUNICIPAL, MO US",6
99999953960,30.0918,-91.8731,10.7,"LAFAYETTE 13 SE, LA US",18
72376293244,34.60694,-120.07556000000001,204.5,"SANTA YNEZ AIRPORT, CA US",16
72515594761,42.48333,-76.46667,335.0,"ITHACA TOMPKINS CNTY, NY US",16
99406699999,46.762,-84.96600000000001,185.9,"WHITEFISH POINT GLOS WEATHER STATION, MI US",11
72784624160,46.094559999999994,-118.28572,356.7,"WALLA WALLA REGIONAL AIRPORT, WA US",31
99727799999,41.72,-71.33,10.0,"CONIMUCUT LIGHT, RI US",13
72209864761,40.959559999999996,-72.25183,17.1,"EAST HAMPTON AIRPORT, NY US",16
72582524121,40.824020000000004,-115.78635,1540.5,"ELKO REGIONAL AIRPORT, NV US",31
99823699999,27.633333299999997,-97.2333333,11.0,"PACKERY CHANNEL, TX US",13
99726599999,46.49,-84.63,186.1,"9099004 POINT IROQUOIS MI, US",14
72263023034,31.35172,-100.4948,582.4,"SAN ANGELO MATHIS FIELD AIRPORT, TX US",32
72477693075,38.75006,-109.76267,1387.1,"MOAB CANYONLAND AIRPORT, UT US",15
72053700163,40.567,-102.26700000000001,1137.2,"HOLYOKE AIRPORT, CO US",12
72077900461,31.641170000000002,-96.51445,166.1,"MEXIA LIMESTONE CO AIRPORT, TX US",9
72104200486,28.22813,-82.15592,27.4,"ZEPHYRHILLS MUNICIPAL AIRPORT, FL US",10
72270499999,31.849528000000003,-106.380039,1203.35,"BIGGS ARMY AIR FIELD FORT BLISS TEXAS USA, TX US",12
72205312841,28.546529999999997,-81.33544,31.7,"ORLANDO EXECUTIVE AIRPORT, FL US",32
71829099999,49.25,-68.1333333,130.0,"BAIE COMEAU QUE, CA",25
71778099999,48.3,-123.53333329999998,3.0,"RACE ROCKS CAMPBELL SCIENTIFIC BC, CA",26
99999903072,32.0408,-100.2495,608.7,"BRONTE 11 NNE, TX US",16
72075999999,46.25463189999999,-114.1246014,1111.0,"RAVALLI CO AIRPORT, MT US",3
99401699999,37.806999999999995,-122.465,2.0,"SAN FRANCISCO, CA US",13
72314013881,35.22254,-80.95433,222.6,"CHARLOTTE DOUGLAS AIRPORT, NC US",32
71172099999,45.3333333,-80.0333333,176.0,"PARRY SOUND CCG ONT, CA",18
